TABLE NO.  1
 ID          AMT         DV          PRED        RES         WRES
  3.4000E+01  0.0000E+00  4.9340E+00  7.1492E+00 -2.2152E+00 -6.6896E-02
  3.4000E+01  0.0000E+00  2.6640E+00  5.3069E+00 -2.6429E+00 -3.8002E-01
  3.4000E+01  0.0000E+00  1.8200E+00  2.0695E+00 -2.4949E-01 -1.3841E-01
  3.4000E+01  0.0000E+00  1.7230E+00  1.8960E+00 -1.7296E-01 -7.4581E-02
  3.4000E+01  0.0000E+00  1.6200E+00  1.7508E+00 -1.3085E-01 -9.9766E-03
  3.4000E+01  0.0000E+00  1.8390E+00  1.4990E+00  3.4000E-01  6.4215E-01
  3.4000E+01  0.0000E+00  1.2710E+00  1.2822E+00 -1.1173E-02  2.6546E-01
  3.4000E+01  0.0000E+00  5.3900E-01  1.0136E+00 -4.7463E-01 -4.7653E-01
  3.4000E+01  0.0000E+00  2.0000E-01  4.2901E-01 -2.2901E-01 -7.8484E-02
  3.4000E+01  2.2000E+01  0.0000E+00  4.2890E-01  0.0000E+00  0.0000E+00
  3.4000E+01  0.0000E+00  2.5710E+00  3.5837E+00 -1.0127E+00 -1.5155E-01
  3.4000E+01  0.0000E+00  4.6820E+00  5.4871E+00 -8.0507E-01  7.2837E-02
  3.4000E+01  0.0000E+00  5.5700E+00  7.0482E+00 -1.4782E+00 -4.0099E-02
  3.4000E+01  0.0000E+00  7.9040E+00  9.6558E+00 -1.7518E+00  2.7264E-02
  3.4000E+01  0.0000E+00  3.7130E+00  9.4608E+00 -5.7478E+00 -7.2755E-01
  3.4000E+01  0.0000E+00  4.6520E+00  7.5698E+00 -2.9178E+00 -2.2680E-01
  3.4000E+01  0.0000E+00  3.6440E+00  5.7738E+00 -2.1298E+00 -1.5694E-01
  3.4000E+01  0.0000E+00  2.1290E+00  2.4818E+00 -3.5276E-01 -8.2450E-02
  3.4000E+01  0.0000E+00  1.8090E+00  2.2618E+00 -4.5282E-01 -1.8228E-01
  3.4000E+01  0.0000E+00  1.6700E+00  2.0927E+00 -4.2266E-01 -1.5079E-01
  3.4000E+01  0.0000E+00  1.4590E+00  1.7880E+00 -3.2903E-01 -4.1652E-02
  3.4000E+01  0.0000E+00  9.1600E-01  1.5298E+00 -6.1384E-01 -3.6762E-01
  3.4000E+01  0.0000E+00  6.0900E-01  1.2084E+00 -5.9944E-01 -3.9932E-01
  3.5000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.5000E+01  3.7000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.5000E+01  3.7000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.5000E+01  3.7000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.5000E+01  0.0000E+00  2.5900E+00  1.4194E+01 -1.1604E+01 -4.8181E-01
  3.5000E+01  0.0000E+00  6.1960E+00  2.5157E+01 -1.8961E+01 -4.6956E-01
  3.5000E+01  0.0000E+00  7.2080E+00  3.3404E+01 -2.6196E+01 -5.9076E-01
  3.5000E+01  0.0000E+00  1.7633E+01  4.6568E+01 -2.8935E+01 -4.1989E-01
  3.5000E+01  0.0000E+00  1.2994E+01  4.6251E+01 -3.3257E+01 -6.9691E-01
  3.5000E+01  0.0000E+00  8.9910E+00  3.6140E+01 -2.7149E+01 -7.7688E-01
  3.5000E+01  0.0000E+00  7.0680E+00  2.6359E+01 -1.9291E+01 -7.3116E-01
  3.5000E+01  0.0000E+00  3.2280E+00  1.0450E+01 -7.2224E+00 -4.3322E-01
  3.5000E+01  0.0000E+00  2.0130E+00  9.5649E+00 -7.5519E+00 -6.0563E-01
  3.5000E+01  0.0000E+00  2.2160E+00  8.8454E+00 -6.6294E+00 -5.3180E-01
  3.5000E+01  0.0000E+00  1.0090E+00  7.5632E+00 -6.5542E+00 -7.6202E-01
  3.5000E+01  0.0000E+00  1.1980E+00  6.4692E+00 -5.2712E+00 -6.6651E-01
  3.5000E+01  0.0000E+00  1.1200E+00  5.0658E+00 -3.9458E+00 -5.9982E-01
  3.5000E+01  0.0000E+00  6.2900E-01  2.1636E+00 -1.5346E+00 -4.5603E-01
  3.5000E+01  3.7000E+01  0.0000E+00  2.1630E+00  0.0000E+00  0.0000E+00
  3.5000E+01  0.0000E+00  2.0520E+00  7.5030E+00 -5.4510E+00 -4.3090E-01
  3.5000E+01  0.0000E+00  4.5050E+00  1.0216E+01 -5.7112E+00 -1.3161E-01
  3.5000E+01  0.0000E+00  7.2200E+00  1.2929E+01 -5.7086E+00  6.7157E-02
  3.5000E+01  0.0000E+00  1.8639E+01  1.7672E+01  9.6740E-01  9.5682E-01
  3.5000E+01  0.0000E+00  1.0643E+01  1.7552E+01 -6.9089E+00  4.4116E-02
  3.5000E+01  0.0000E+00  8.6530E+00  1.4109E+01 -5.4563E+00  5.3269E-03
  3.5000E+01  0.0000E+00  7.3330E+00  1.0983E+01 -3.6496E+00  8.0211E-02
  3.5000E+01  0.0000E+00  3.3690E+00  5.4864E+00 -2.1174E+00  1.4278E-01
  3.5000E+01  0.0000E+00  2.4150E+00  5.0378E+00 -2.6228E+00 -1.1071E-01
  3.5000E+01  0.0000E+00  2.6820E+00  4.6594E+00 -1.9774E+00  5.9754E-02
  3.5000E+01  0.0000E+00  2.4660E+00  3.9805E+00 -1.5145E+00  1.1687E-01
  3.5000E+01  0.0000E+00  1.1090E+00  3.4077E+00 -2.2987E+00 -4.0723E-01
  3.5000E+01  0.0000E+00  1.1910E+00  2.6948E+00 -1.5038E+00 -2.2383E-01
  3.5000E+01  3.7000E+01  0.0000E+00  1.1255E+00  0.0000E+00  0.0000E+00
  3.5000E+01  3.7000E+01  0.0000E+00  1.8277E-01  0.0000E+00  0.0000E+00
  3.6000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.6000E+01  2.7000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.6000E+01  0.0000E+00  0.0000E+00  3.4251E+00  0.0000E+00  0.0000E+00
  3.6000E+01  0.0000E+00  3.0640E+00  6.2089E+00 -3.1449E+00 -6.4950E-01
  3.6000E+01  0.0000E+00  5.7820E+00  8.2278E+00 -2.4458E+00 -3.7904E-01
  3.6000E+01  0.0000E+00  1.0572E+01  1.1327E+01 -7.5532E-01 -1.4467E-01
  3.6000E+01  0.0000E+00  2.1318E+01  1.1320E+01  9.9975E+00  1.3992E+00
  3.6000E+01  0.0000E+00  1.2934E+01  8.7869E+00  4.1471E+00  2.8587E-01
  3.6000E+01  0.0000E+00  1.1729E+01  6.5230E+00  5.2060E+00  6.2868E-01
  3.6000E+01  0.0000E+00  5.7230E+00  2.5403E+00  3.1827E+00  1.6233E+00
  3.6000E+01  0.0000E+00  3.9770E+00  2.3280E+00  1.6490E+00  6.6949E-01
  3.6000E+01  0.0000E+00  2.6120E+00  2.1526E+00  4.5937E-01 -2.3936E-01
  3.6000E+01  0.0000E+00  2.8710E+00  1.8402E+00  1.0308E+00  4.9788E-01
  3.6000E+01  0.0000E+00  1.3430E+00  1.5732E+00 -2.3017E-01 -7.7135E-01
  3.6000E+01  0.0000E+00  1.5740E+00  1.2441E+00  3.2988E-01  1.6824E-01
  3.7000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.7000E+01  2.8000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.7000E+01  0.0000E+00  3.8700E+00  4.4617E+00 -5.9170E-01 -1.7777E+00
  3.7000E+01  0.0000E+00  1.3130E+01  6.4389E+00  6.6911E+00  3.2784E-01
  3.7000E+01  0.0000E+00  2.8456E+01  8.7896E+00  1.9666E+01  2.6050E+00
  3.7000E+01  0.0000E+00  2.1780E+01  1.1827E+01  9.9529E+00  4.8392E-01
  3.7000E+01  0.0000E+00  1.2322E+01  1.1646E+01  6.7644E-01 -5.6242E-01
  3.7000E+01  0.0000E+00  1.1748E+01  9.0721E+00  2.6759E+00  2.7394E-01
  3.7000E+01  0.0000E+00  7.8060E+00  6.7132E+00  1.0928E+00  2.8632E-01
  3.7000E+01  0.0000E+00  5.8780E+00  2.6349E+00  3.2431E+00  1.4912E+00
  3.7000E+01  0.0000E+00  3.5260E+00  2.4133E+00  1.1127E+00  2.7323E-02
  3.7000E+01  0.0000E+00  2.7270E+00  2.2319E+00  4.9508E-01 -3.7746E-01
  3.7000E+01  0.0000E+00  3.0530E+00  1.9032E+00  1.1498E+00  4.7735E-01
  3.7000E+01  0.0000E+00  1.5710E+00  1.6283E+00 -5.7349E-02 -6.1306E-01
  3.7000E+01  0.0000E+00  7.1800E-01  1.2918E+00 -5.7384E-01 -1.1326E+00
  3.7000E+01  0.0000E+00  0.0000E+00  5.4551E-01  0.0000E+00  0.0000E+00
  3.7000E+01  2.8000E+01  0.0000E+00  5.4536E-01  0.0000E+00  0.0000E+00
  3.7000E+01  0.0000E+00  7.2370E+00  4.2845E+00  2.9525E+00 -2.2018E-01
  3.7000E+01  0.0000E+00  2.1213E+01  7.1241E+00  1.4089E+01  2.1266E+00
  3.7000E+01  0.0000E+00  1.8005E+01  9.4815E+00  8.5235E+00  3.7305E-01
  3.7000E+01  0.0000E+00  1.8505E+01  1.2237E+01  6.2676E+00 -8.5613E-02
  3.7000E+01  0.0000E+00  1.5729E+01  1.2205E+01  3.5239E+00 -8.0227E-02
  3.7000E+01  0.0000E+00  8.7350E+00  9.6472E+00 -9.1224E-01 -4.5659E-01
  3.7000E+01  0.0000E+00  1.0457E+01  7.0931E+00  3.3639E+00  9.0209E-01
  3.7000E+01  0.0000E+00  4.8240E+00  3.1337E+00  1.6903E+00  4.2042E-01
  3.7000E+01  0.0000E+00  4.9340E+00  2.8765E+00  2.0575E+00  7.6091E-01
  3.7000E+01  0.0000E+00  4.0680E+00  2.6614E+00  1.4066E+00  4.5529E-01
  3.7000E+01  0.0000E+00  2.3110E+00  2.2600E+00  5.1040E-02 -3.8254E-01
  3.7000E+01  0.0000E+00  2.8350E+00  1.9398E+00  8.9519E-01  5.6978E-01
  3.7000E+01  0.0000E+00  1.2160E+00  1.5343E+00 -3.1833E-01 -4.1994E-01
  3.8000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.8000E+01  5.3000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.8000E+01  0.0000E+00  4.7730E+00  7.0788E+00 -2.3058E+00 -4.3080E-01
  3.8000E+01  0.0000E+00  6.7750E+00  1.2455E+01 -5.6800E+00 -7.2757E-01
  3.8000E+01  0.0000E+00  8.9750E+00  1.6151E+01 -7.1759E+00 -7.5132E-01
  3.8000E+01  0.0000E+00  3.1966E+01  2.2235E+01  9.7309E+00  7.9004E-01
  3.8000E+01  0.0000E+00  2.1983E+01  2.1941E+01  4.1995E-02 -5.5445E-02
  3.8000E+01  0.0000E+00  1.8733E+01  1.7223E+01  1.5100E+00  6.6878E-02
  3.8000E+01  0.0000E+00  1.1494E+01  1.2843E+01 -1.3495E+00 -3.4071E-01
  3.8000E+01  0.0000E+00  6.1790E+00  4.9959E+00  1.1831E+00  3.0510E-01
  3.8000E+01  0.0000E+00  4.1540E+00  4.5725E+00 -4.1846E-01 -2.9265E-01
  3.8000E+01  0.0000E+00  4.1550E+00  4.2272E+00 -7.2178E-02 -1.4275E-01
  3.8000E+01  0.0000E+00  2.8280E+00  3.6116E+00 -7.8359E-01 -5.0618E-01
  3.8000E+01  0.0000E+00  2.6470E+00  3.0858E+00 -4.3875E-01 -3.3773E-01
  3.8000E+01  0.0000E+00  2.1140E+00  2.4447E+00 -3.3071E-01 -2.8344E-01
  3.8000E+01  0.0000E+00  1.1040E+00  5.9662E-01  5.0738E-01  1.0290E+00
  3.8000E+01  5.3000E+01  0.0000E+00  5.9646E-01  0.0000E+00  0.0000E+00
  3.8000E+01  0.0000E+00  1.2640E+00  6.7758E+00 -5.5118E+00 -1.2696E+00
  3.8000E+01  0.0000E+00  2.3780E+00  1.2095E+01 -9.7172E+00 -1.3306E+00
  3.8000E+01  0.0000E+00  3.0114E+01  1.6844E+01  1.3270E+01  1.4137E+00
  3.8000E+01  0.0000E+00  3.8785E+01  2.2663E+01  1.6122E+01  1.3023E+00
  3.8000E+01  0.0000E+00  1.7360E+01  2.2672E+01 -5.3124E+00 -5.1150E-01
  3.8000E+01  0.0000E+00  1.7807E+01  1.7757E+01  4.9855E-02 -8.9593E-02
  3.8000E+01  0.0000E+00  1.6822E+01  1.3563E+01  3.2590E+00  3.1781E-01
  3.8000E+01  0.0000E+00  6.7780E+00  5.5441E+00  1.2339E+00  3.2035E-01
  3.8000E+01  0.0000E+00  7.8120E+00  5.0763E+00  2.7357E+00  9.4904E-01
  3.8000E+01  0.0000E+00  6.3060E+00  4.6921E+00  1.6139E+00  5.8499E-01
  3.8000E+01  0.0000E+00  4.4940E+00  4.0156E+00  4.7839E-01  1.7307E-01
  3.8000E+01  0.0000E+00  2.2100E+00  3.3782E+00 -1.1682E+00 -6.7208E-01
  3.8000E+01  0.0000E+00  2.1880E+00  2.7129E+00 -5.2488E-01 -3.4079E-01
  3.9000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.9000E+01  8.5000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.9000E+01  5.6000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  3.9000E+01  0.0000E+00  7.9580E+00  1.7887E+01 -9.9289E+00 -6.2728E-01
  3.9000E+01  0.0000E+00  1.5259E+01  3.2064E+01 -1.6805E+01 -5.9592E-01
  3.9000E+01  0.0000E+00  2.4031E+01  4.1888E+01 -1.7857E+01 -4.3948E-01
  3.9000E+01  0.0000E+00  5.1176E+01  5.9319E+01 -8.1433E+00  8.2814E-02
  3.9000E+01  0.0000E+00  2.8293E+01  5.8644E+01 -3.0351E+01 -5.7529E-01
  3.9000E+01  0.0000E+00  2.0729E+01  4.5550E+01 -2.4821E+01 -5.3167E-01
  3.9000E+01  0.0000E+00  1.6740E+01  3.3652E+01 -1.6912E+01 -3.6500E-01
  3.9000E+01  0.0000E+00  1.0091E+01  1.3266E+01 -3.1751E+00  7.1887E-02
  3.9000E+01  0.0000E+00  5.8530E+00  1.2152E+01 -6.2992E+00 -4.4041E-01
  3.9000E+01  0.0000E+00  4.5990E+00  1.1237E+01 -6.6385E+00 -5.5566E-01
  3.9000E+01  0.0000E+00  4.5090E+00  9.6214E+00 -5.1124E+00 -3.9177E-01
  3.9000E+01  0.0000E+00  1.7060E+00  8.2162E+00 -6.5102E+00 -8.3478E-01
  3.9000E+01  0.0000E+00  1.9270E+00  6.4992E+00 -4.5722E+00 -5.6326E-01
  3.9000E+01  0.0000E+00  6.9600E-01  2.7572E+00 -2.0612E+00 -2.5959E-01
  3.9000E+01  8.5000E+01  0.0000E+00  2.7565E+00  0.0000E+00  0.0000E+00
  3.9000E+01  0.0000E+00  1.0223E+01  1.3536E+01 -3.3134E+00 -2.9904E-02
  3.9000E+01  0.0000E+00  1.3865E+01  2.2080E+01 -8.2151E+00 -3.0047E-01
  3.9000E+01  0.0000E+00  3.4333E+01  2.8809E+01  5.5244E+00  7.0079E-01
  3.9000E+01  0.0000E+00  4.7237E+01  3.8498E+01  8.7388E+00  8.1478E-01
  3.9000E+01  0.0000E+00  2.3685E+01  3.8360E+01 -1.4675E+01 -2.6184E-01
  3.9000E+01  0.0000E+00  1.6215E+01  3.0162E+01 -1.3947E+01 -3.1798E-01
  3.9000E+01  0.0000E+00  9.8630E+00  2.2757E+01 -1.2894E+01 -4.3347E-01
  3.9000E+01  0.0000E+00  9.6540E+00  1.0537E+01 -8.8333E-01  4.8435E-01
  3.9000E+01  0.0000E+00  7.1910E+00  9.6806E+00 -2.4896E+00  1.6828E-01
  3.9000E+01  0.0000E+00  4.3420E+00  8.9546E+00 -4.6126E+00 -2.9643E-01
  3.9000E+01  0.0000E+00  2.4440E+00  7.6643E+00 -5.2203E+00 -5.4457E-01
  3.9000E+01  0.0000E+00  2.8190E+00  6.5469E+00 -3.7279E+00 -2.7245E-01
  3.9000E+01  0.0000E+00  2.4220E+00  5.1770E+00 -2.7550E+00 -1.1757E-01
  3.9000E+01  8.5000E+01  0.0000E+00  2.1842E+00  0.0000E+00  0.0000E+00
  4.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.0000E+01  7.6000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.0000E+01  0.0000E+00  3.7400E+00  9.6411E+00 -5.9011E+00 -5.3624E-01
  4.0000E+01  0.0000E+00  8.5150E+00  1.7283E+01 -8.7680E+00 -4.0911E-01
  4.0000E+01  0.0000E+00  1.5457E+01  2.2871E+01 -7.4144E+00 -1.2088E-01
  4.0000E+01  0.0000E+00  2.8671E+01  3.1884E+01 -3.2133E+00  2.5817E-01
  4.0000E+01  0.0000E+00  1.7180E+01  3.1724E+01 -1.4544E+01 -4.1127E-01
  4.0000E+01  0.0000E+00  1.2828E+01  2.4624E+01 -1.1796E+01 -4.3026E-01
  4.0000E+01  0.0000E+00  1.1826E+01  1.8194E+01 -6.3678E+00 -1.8914E-01
  4.0000E+01  0.0000E+00  6.4450E+00  7.1529E+00 -7.0789E-01 -7.1102E-02
  4.0000E+01  0.0000E+00  5.9130E+00  6.5533E+00 -6.4031E-01 -4.8898E-02
  4.0000E+01  0.0000E+00  5.4980E+00  6.0573E+00 -5.5927E-01 -5.2832E-03
  4.0000E+01  0.0000E+00  2.6440E+00  5.1755E+00 -2.5315E+00 -6.9669E-01
  4.0000E+01  0.0000E+00  2.7700E+00  4.4293E+00 -1.6593E+00 -3.9807E-01
  4.0000E+01  0.0000E+00  1.7060E+00  3.4845E+00 -1.7785E+00 -5.1835E-01
  4.0000E+01  0.0000E+00  3.3900E-01  7.9075E-01 -4.5175E-01  1.1293E-01
  4.0000E+01  7.6000E+01  0.0000E+00  7.9054E-01  0.0000E+00  0.0000E+00
  4.0000E+01  0.0000E+00  6.0710E+00  1.1442E+01 -5.3709E+00 -3.0534E-01
  4.0000E+01  0.0000E+00  1.2607E+01  1.8266E+01 -5.6588E+00 -7.4360E-02
  4.0000E+01  0.0000E+00  1.7654E+01  2.3659E+01 -6.0054E+00  7.2125E-05
  4.0000E+01  0.0000E+00  2.4140E+01  3.2578E+01 -8.4377E+00 -3.6012E-02
  4.0000E+01  0.0000E+00  1.7308E+01  3.2447E+01 -1.5139E+01 -4.3178E-01
  4.0000E+01  0.0000E+00  1.4505E+01  2.5400E+01 -1.0895E+01 -3.3795E-01
  4.0000E+01  0.0000E+00  1.1918E+01  1.8854E+01 -6.9356E+00 -2.2253E-01
  4.0000E+01  0.0000E+00  9.7210E+00  7.8482E+00  1.8728E+00  6.4965E-01
  4.0000E+01  0.0000E+00  5.9870E+00  7.2171E+00 -1.2301E+00 -1.1169E-01
  4.0000E+01  0.0000E+00  7.5330E+00  6.6218E+00  9.1117E-01  5.2010E-01
  4.0000E+01  0.0000E+00  3.0620E+00  5.6901E+00 -2.6281E+00 -5.5761E-01
  4.0000E+01  0.0000E+00  3.5040E+00  4.8665E+00 -1.3625E+00 -1.3060E-01
  4.0000E+01  0.0000E+00  2.5620E+00  4.1656E+00 -1.6036E+00 -2.4096E-01
  4.1000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.1000E+01  5.3000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.1000E+01  0.0000E+00  5.8790E+00  7.4286E+00 -1.5496E+00 -3.9151E+00
  4.1000E+01  0.0000E+00  1.6161E+01  1.2053E+01  4.1084E+00 -2.7735E+00
  4.1000E+01  0.0000E+00  7.7701E+01  1.5745E+01  6.1956E+01  3.6821E+00
  4.1000E+01  0.0000E+00  1.5246E+02  2.2297E+01  1.3016E+02  8.0644E+00
  4.1000E+01  0.0000E+00  4.2702E+01  2.2084E+01  2.0618E+01 -1.8243E-01
  4.1000E+01  0.0000E+00  2.6623E+01  1.7248E+01  9.3746E+00 -2.2358E-01
  4.1000E+01  0.0000E+00  1.9210E+01  1.2688E+01  6.5222E+00  3.0763E-01
  4.1000E+01  0.0000E+00  1.2009E+01  4.9824E+00  7.0266E+00  1.6906E+00
  4.1000E+01  0.0000E+00  9.6660E+00  4.5665E+00  5.0995E+00  1.1177E+00
  4.1000E+01  0.0000E+00  6.5090E+00  4.2237E+00  2.2853E+00  8.2936E-02
  4.1000E+01  0.0000E+00  5.0570E+00  3.6091E+00  1.4479E+00 -6.1578E-02
  4.1000E+01  0.0000E+00  4.2250E+00  3.0858E+00  1.1392E+00  2.0128E-02
  4.1000E+01  0.0000E+00  2.7850E+00  2.4398E+00  3.4522E-01 -1.6785E-01
  4.2000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.2000E+01  4.9000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.2000E+01  0.0000E+00  1.0000E+00  6.2160E+00 -5.2160E+00 -1.2793E+00
  4.2000E+01  0.0000E+00  7.5600E+00  1.0890E+01 -3.3297E+00 -4.9908E-01
  4.2000E+01  0.0000E+00  9.5930E+00  1.5024E+01 -5.4306E+00 -6.7827E-01
  4.2000E+01  0.0000E+00  2.8568E+01  2.0776E+01  7.7917E+00  5.1633E-01
  4.2000E+01  0.0000E+00  4.9208E+01  2.0509E+01  2.8699E+01  2.3328E+00
  4.2000E+01  0.0000E+00  2.0428E+01  1.5829E+01  4.5987E+00 -4.9546E-02
  4.2000E+01  0.0000E+00  1.5624E+01  1.2094E+01  3.5299E+00 -2.2433E-01
  4.2000E+01  0.0000E+00  7.4730E+00  4.6205E+00  2.8525E+00  2.4508E-01
  4.2000E+01  0.0000E+00  9.4870E+00  4.2249E+00  5.2621E+00  1.4383E+00
  4.2000E+01  0.0000E+00  6.8730E+00  3.9097E+00  2.9633E+00  5.0038E-01
  4.2000E+01  0.0000E+00  7.3260E+00  3.3242E+00  4.0018E+00  1.3234E+00
  4.2000E+01  0.0000E+00  4.0410E+00  2.8496E+00  1.1914E+00 -2.2052E-01
  4.2000E+01  0.0000E+00  4.5240E+00  2.2564E+00  2.2676E+00  8.4169E-01
  4.3000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.3000E+01  6.9000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.3000E+01  0.0000E+00  3.0240E+00  8.7531E+00 -5.7291E+00 -8.8794E-01
  4.3000E+01  0.0000E+00  1.4362E+01  1.5867E+01 -1.5052E+00  5.7645E-04
  4.3000E+01  0.0000E+00  1.8985E+01  2.0765E+01 -1.7798E+00 -2.7147E-03
  4.3000E+01  0.0000E+00  3.0959E+01  2.8734E+01  2.2253E+00  2.7285E-01
  4.3000E+01  0.0000E+00  2.4834E+01  2.8698E+01 -3.8640E+00 -1.3409E-01
  4.3000E+01  0.0000E+00  1.7397E+01  2.2356E+01 -4.9593E+00 -3.0702E-01
  4.3000E+01  0.0000E+00  1.5263E+01  1.6721E+01 -1.4577E+00 -6.3015E-02
  4.3000E+01  0.0000E+00  8.1340E+00  6.4928E+00  1.6412E+00  4.9565E-01
  4.3000E+01  0.0000E+00  6.0540E+00  5.9454E+00  1.0855E-01  6.8989E-02
  4.3000E+01  0.0000E+00  4.4540E+00  5.4983E+00 -1.0443E+00 -3.1392E-01
  4.3000E+01  0.0000E+00  3.3490E+00  4.7017E+00 -1.3527E+00 -4.7527E-01
  4.3000E+01  0.0000E+00  3.7700E+00  4.0114E+00 -2.4141E-01 -3.8408E-03
  4.3000E+01  0.0000E+00  2.7320E+00  3.1836E+00 -4.5157E-01 -1.0492E-01
  4.4000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.4000E+01  6.5000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.4000E+01  0.0000E+00  1.4865E+01  1.2678E+01  2.1866E+00 -1.8810E+00
  4.4000E+01  0.0000E+00  9.1502E+01  1.9808E+01  7.1694E+01  4.3822E+00
  4.4000E+01  0.0000E+00  1.3160E+02  2.7346E+01  1.0426E+02  5.5199E+00
  4.4000E+01  0.0000E+00  2.1524E+01  2.6623E+01 -5.0991E+00 -1.0409E+00
  4.4000E+01  0.0000E+00  1.2279E+01  2.0905E+01 -8.6259E+00 -7.3569E-01
  4.4000E+01  0.0000E+00  9.7830E+00  1.5584E+01 -5.8012E+00 -5.0620E-02
  4.4000E+01  0.0000E+00  4.3440E+00  6.1258E+00 -1.7818E+00 -2.2315E-01
  4.4000E+01  0.0000E+00  3.0530E+00  5.6059E+00 -2.5529E+00 -5.5590E-01
  4.4000E+01  0.0000E+00  3.0930E+00  5.1831E+00 -2.0901E+00 -3.8878E-01
  4.4000E+01  0.0000E+00  2.9910E+00  4.4306E+00 -1.4396E+00 -9.7049E-02
  4.4000E+01  0.0000E+00  1.7320E+00  3.7887E+00 -2.0567E+00 -3.7606E-01
  4.4000E+01  0.0000E+00  1.4850E+00  2.9960E+00 -1.5110E+00 -1.0199E-01
  4.4000E+01  0.0000E+00  5.9900E-01  7.9157E-01 -1.9257E-01  8.1736E-01
  4.4000E+01  5.0000E+01  0.0000E+00  7.9135E-01  0.0000E+00  0.0000E+00
  4.4000E+01  0.0000E+00  4.6270E+00  7.4685E+00 -2.8415E+00 -2.6165E+00
  4.4000E+01  0.0000E+00  1.2176E+01  1.2160E+01  1.5992E-02 -1.9591E+00
  4.4000E+01  0.0000E+00  2.7498E+01  1.5836E+01  1.1662E+01 -5.5643E-01
  4.4000E+01  0.0000E+00  4.4177E+01  2.1702E+01  2.2475E+01  4.2536E-01
  4.4000E+01  0.0000E+00  1.5768E+01  2.1671E+01 -5.9032E+00 -1.2317E+00
  4.4000E+01  0.0000E+00  1.1237E+01  1.6976E+01 -5.7392E+00 -5.3361E-01
  4.4000E+01  0.0000E+00  6.9520E+00  1.2796E+01 -5.8435E+00 -1.3179E-01
  4.4000E+01  0.0000E+00  4.9190E+00  5.4523E+00 -5.3328E-01  3.8137E-01
  4.4000E+01  0.0000E+00  2.6320E+00  4.9931E+00 -2.3611E+00 -3.5512E-01
  4.4000E+01  0.0000E+00  2.6240E+00  4.6191E+00 -1.9951E+00 -2.0517E-01
  4.4000E+01  0.0000E+00  2.0140E+00  3.9407E+00 -1.9267E+00 -1.7217E-01
  4.4000E+01  0.0000E+00  1.8230E+00  3.3723E+00 -1.5493E+00  1.3291E-02
  4.4000E+01  0.0000E+00  1.3410E+00  2.6653E+00 -1.3243E+00  1.1893E-01
  4.4000E+01  5.0000E+01  0.0000E+00  1.1244E+00  0.0000E+00  0.0000E+00
  4.4000E+01  5.0000E+01  0.0000E+00  1.1928E+00  0.0000E+00  0.0000E+00
  4.5000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.5000E+01  5.0000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  4.5000E+01  0.0000E+00  0.0000E+00  4.9484E+00  0.0000E+00  0.0000E+00
  4.5000E+01  0.0000E+00  5.1910E+00  1.0172E+01 -4.9813E+00 -4.2460E-01
  4.5000E+01  0.0000E+00  9.9920E+00  1.5047E+01 -5.0550E+00 -2.1424E-01
  4.5000E+01  0.0000E+00  1.9812E+01  2.0977E+01 -1.1645E+00  2.4297E-01
  4.5000E+01  0.0000E+00  1.6372E+01  2.0871E+01 -4.4993E+00 -8.0769E-02
  4.5000E+01  0.0000E+00  1.0645E+01  1.6200E+01 -5.5552E+00 -3.4305E-01
